name,longitude,latitude
香格里拉市,99.82228124328786,27.90386868747797
和平县,115.00100782566577,24.448326269137887
连平县,114.53240194793231,24.334901002718794
岳池县,106.41061556086157,30.535370034351445
武胜县,106.22278426139472,30.368345380346806
邻水县,106.9920703533278,30.259203009085407
永吉县,126.21558965557067,43.59279842747819
南明区,106.78075065611328,26.547442239709763
云岩区,106.68778012985842,26.602851222427095
图们市,129.82609259375042,43.02494515308139
敦化市,128.22412447049808,43.553884179702735
周至县,108.10886103409284,33.95047370427095
延吉市,129.32640828243694,43.099870475206906
和龙市,128.89723804438106,42.45698019978757
凭祥市,106.82776074046419,22.092180540630295
珲春市,130.68534649531736,43.06513009586437
龙井市,129.4327639331946,42.69999358725902
江油市,104.92341508581475,31.948444315321925
田阳区,106.80107958334247,23.72660940645268
古冶区,118.4309952713795,39.71344095721121
右江区,106.49462337312262,23.93876856670643
开平区,118.27135158203876,39.7005389334405
宣威市,104.1423215312541,26.27271870347386
自流井区,104.69921739718917,29.276286999513488
路南区,118.00429245335822,39.425750752502815
路北区,118.11202874343122,39.646390223763895
大安区,104.92729655698706,29.386615544720183
丰润区,118.07927279826075,39.81932744515856
贡井区,104.5842184789426,29.299581994267633
清原满族自治县,124.91193434077351,42.11017790111639
曹妃甸区,118.40837526981629,39.191494141494466
新宾满族自治县,124.8295122735533,41.62299868266092
抚顺县,124.16169286546769,41.67340485122564
丰南区,118.15263855402804,39.44804997777809
蓝田县,109.4121608585131,34.095400604144
涿州市,115.98693174580613,39.47494968189831
高碑店市,116.02808489438534,39.25822472171421
黔西市,106.11083359106338,27.047529731235826
定州市,115.04473586019034,38.46000358503838
安国市,115.32281122520205,38.38469470808322
红谷滩区,115.76416497286428,28.53046892834272
金东区,119.79591522530163,29.15173005506775
青山湖区,115.97614177084374,28.66022932974605
新建区,115.91707616739602,28.83137389241674
源城区,114.64028869692307,23.6875935458904
婺城区,119.50571359682428,28.97952398111356
大丰区,120.55317755372205,33.18829238516211
曲水县,90.7058792385333,29.441560188145242
商州区,109.86175851567295,33.8900160030142
亭湖区,120.27485037858598,33.42378800899032
盐都区,119.9604182241281,33.264979690695874
墨竹工卡县,92.02470879748122,29.912352836018336
林周县,91.34371179398528,30.114891962699843
当雄县,90.88277738777609,30.420055721868824
尼木县,90.08711548365909,29.599419316381855
磐石市,126.1612300108133,43.04799375400441
大方县,105.68468127415383,27.22836507429398
都匀市,107.46710135259322,26.149989920859085
金沙县,106.26489164429206,27.446083657754805
进贤县,116.30449548581417,28.439395272738523
织金县,105.78211467938986,26.645470218396916
仙游县,118.69468603315428,25.467728746335776
纳雍县,105.27457103712814,26.80577312112679
福泉市,107.48053750514975,26.775201798545197
弥勒市,103.38161130853922,24.221976883985707
富源县,104.35949422286414,25.463366879343635
威宁彝族回族苗族自治县,104.12773471029313,26.909753754566598
安义县,115.58353577265649,28.8316819105357
蒙自市,103.48525486077865,23.334372332028973
会泽县,103.45928473817652,26.456848982796494
赫章县,104.62949154698634,27.132920099218346
合作市,103.07678250888648,34.98712384131054
开远市,103.39173953664177,23.725671249503435
师宗县,104.11988134273142,24.674095070039034
南昌县,116.0586512820857,28.61793199698161
个旧市,103.13517198697525,23.3126628295809
罗平县,104.33916769251066,24.97982422516446
陆良县,103.70006281047661,25.036103144658206
德保县,106.58360215238262,23.379356025318632
凌云县,106.63778952054878,24.36048626690958
那坡县,105.82334440012244,23.245716209188966
盐亭县,105.46933719692139,31.24448248072412
当涂县,118.59544052356777,31.46483439531664
田东县,107.18122822093515,23.610802845981336
三台县,105.03363765234879,31.114798866363603
平武县,104.39567502101964,32.44162357501086
梓潼县,105.18491523074191,31.65038823633593
含山县,118.04204514195662,31.657197450052237
北川羌族自治县,104.26379646558634,31.93801352143949
和县,118.2931676657615,31.754832744029986
田林县,105.98883996134334,24.393315749951412
蛟河市,127.32574422921216,43.704740857626064
乐业县,106.50668489754284,24.826646852521172
舒兰市,127.10162271137492,44.32645593207957
桦甸市,127.03573311897696,43.04445616418047
柞水县,109.26808505871465,33.690180906272175
横州市,109.15817515478008,22.771303266437894
浦江县,119.89694948980538,29.522891261916957
磐安县,120.55533629946179,29.04158441651986
西林县,105.08309858263281,24.393404722685034
高阳县,115.82494824250574,38.66692642217296
容城县,115.89540858951113,39.052403456776105
武义县,119.71028658842062,28.77073934431775
沁县,112.6388923925905,36.701639648188575
沁源县,112.27716915445386,36.69422277004567
建平县,119.61765897691286,41.8344625700725
易县,115.24053748362051,39.309725157293066
朝阳县,120.2879845934248,41.34803375939547
曲阳县,114.64861902662227,38.70004653620179
望都县,115.16596346510428,38.67131290629195
安新县,115.87235476304309,38.87262726753014
博野县,115.4749626362069,38.45273292016004
隆林各族自治县,105.29773998320456,24.67870836137791
雄县,116.16944520695321,39.037367970344384
喀喇沁左翼蒙古族自治县,119.76336361313514,41.136126369370025
蠡县,115.65695160795028,38.522475917534365
顺平县,115.06033055463153,38.92112079510727
武乡县,112.95524342921419,36.88192533143376
泾县,118.36350426746216,30.59472099720483
镇安县,109.06573466444439,33.37619208711741
山阳县,109.96853790554832,33.42279321941151
射阳县,120.24765044206993,33.770014234367345
郎溪县,119.1593108311742,31.096414870740343
商南县,110.7521944463435,33.40789874456787
建湖县,119.8228091407305,33.4841634974099
丹凤县,110.43164847570208,33.679976091029964
滨海县,120.01177429048496,34.085134718514304
洛南县,110.26098024568664,34.160718569787804
阜宁县,119.69328939973384,33.70779841508204
涞源县,114.71672518781159,39.35923353277583
旌德县,118.47457783157493,30.31649448333813
响水县,119.7850623227412,34.22641252163447
绩溪县,118.6510901342921,30.158064565761645
邵武市,117.46819608442748,27.233700509958513
青云谱区,115.91565569831091,28.626430106432874
贵定县,107.19369502062598,26.430733887478475
武夷山市,118.00089595810134,27.746133142658643
红河县,102.23322974570827,23.247251780726813
荔波县,107.91919407499847,25.398109587484008
建瓯市,118.47009636688585,27.044078008150066
东湖区,115.9150309415355,28.730804706666216
元阳县,102.81100511675962,23.066084731133866
瓮安县,107.41092587861542,27.168682721238454
西湖区,115.87129320987586,28.64500737581056
泸西县,103.77400729461657,24.51436027247269
平塘县,107.10098562391698,25.78897638478774
城厢区,118.92822207204496,25.416255235310082
石屏县,102.44493712235845,23.742341047644345
独山县,107.55463741314465,25.63641084598142
涵江区,119.05622388270979,25.604048754800385
建水县,102.88121193358096,23.679158407940374
长顺县,106.39411080019616,25.997708357727483
荔城区,119.07787387023615,25.404530953018075
屏边苗族自治县,103.74023176907882,23.09991617073315
罗甸县,106.69865923238957,25.416746567421036
秀屿区,119.18216289476165,25.23521524008541
南县,112.43161726717534,29.239137531139725
安化县,111.37944180472066,28.28401710455921
桃江县,111.97773233919983,28.461588880260383
花山区,118.54807184642343,31.72127905934635
博望区,118.75709534391319,31.57129448377507
雨山区,118.53552087921433,31.64199358957772
南沙区,113.4855546542279,8.391287492744182
西沙区,113.88137188051866,16.44959588552736
清苑区,115.47731672372412,38.71750847620168
徐水区,115.56865775829165,39.03567245175045
莲池区,115.50762182783541,38.855001437022274
满城区,115.24887314715579,38.969895209334425
郧阳区,110.72424982582004,32.86111354607499
张湾区,110.63569156737287,32.64830182353274
茅箭区,110.78253380332728,32.5214114264309
华蓥市,106.74882504946571,30.317466201872083
土默特右旗,110.68193374243343,40.52026331241045
合浦县,109.32939941167312,21.737149707416165
殷都区,114.20214636190829,36.141393937353904
龙安区,114.24529251711726,36.041384801897145
北关区,114.37241054097117,36.16375203519508
望城区,112.81504850791823,28.371101607967464
文峰区,114.38319300485483,36.03935531364401
雨花区,113.07815268689055,28.065562471225483
固阳县,110.14289632762593,41.11918058256391
达尔罕茂明安联合旗,110.28284767321892,41.93143922789423
襄垣县,112.97625107064606,36.573801133636316
平顺县,113.51932511251607,36.215057711078515
黎城县,113.38393423604309,36.61188618271549
壶关县,113.35871409993882,35.9862442513921
武冈市,110.73288300182168,26.782537123149062
长子县,112.78984122634421,36.104689354185425
轮台县,84.56970293201111,41.808215290298094
尉犁县,86.84793797593449,40.84545117808091
若羌县,89.74781895867467,38.93137144768741
且末县,85.48901870094733,38.06814194823795
焉耆回族自治县,86.05425562476321,42.090326734935644
和静县,85.18560189081478,42.821720587749034
和硕县,87.58735146394352,42.128846858700285
博湖县,86.87770542079818,41.84762831516288
滨城区,117.9693966103806,37.417664717821644
涞水县,115.4316961275642,39.60895506845066
沾化区,118.07770115246925,37.80578103240116
定兴县,115.74226807060687,39.204643564588736
唐县,114.79392495227319,38.89670163046826
阜平县,114.15243780248618,38.887028266652536
邵东市,111.84515507190628,27.19013116166901
天心区,112.97677073108586,28.067631243082324
芙蓉区,113.0428570394524,28.201593744966676
开福区,112.99546893309224,28.305329165514358
岳麓区,112.83110454470905,28.13461511362759
德庆县,111.97462802924801,23.272772954747687
封开县,111.71077622104457,23.558260796795093
怀集县,112.16553467251221,23.965816794902942
广宁县,112.43161449195453,23.674053415153722
会理市,102.25434812896319,26.588752374024253
西昌市,102.10985585203214,27.85892915491291
白云鄂博矿区,109.93303004697695,41.76579799414752
九原区,109.66482600267152,40.60191275429817
青山区,109.96500654235005,40.711200690491026
石拐区,110.27837158738694,40.74792162934013
东河区,110.2027085257835,40.57633839170181
铜鼓县,114.35763850181944,28.612202146036672
昆都仑区,109.74723392005208,40.689129378359276
宜丰县,114.76450969068387,28.452363246852087
靖安县,115.22595949591171,28.942987810444084
潞州区,113.08959877967034,36.258581770792745
上党区,113.07407508448279,36.01867938069114
抚松县,127.61144245548061,42.268023569554735
屯留区,112.73666489353153,36.336472198430116
潞城区,113.24025410386317,36.36695352542984
玛曲县,101.66851609643152,33.8353588658376
长白朝鲜族自治县,127.85068089400876,41.57583037789008
绥滨县,131.84210179458202,47.47489526182297
库尔勒市,85.71912276584041,41.68610001574192
碌曲县,102.46923146170826,34.390888928726405
靖宇县,126.89076634388383,42.44145209286867
萝北县,130.74786668668486,47.737858700929586
舟曲县,104.31912811246761,33.62877929370264
迭部县,103.56137908910482,34.00366032749427
临潭县,103.61257141100035,34.72914955359141
昌乐县,118.90212499429818,36.52995210039926
卓尼县,103.3872078312042,34.609744872430795
永济市,110.47510122636923,34.89083408404404
河津市,110.69619847989833,35.62451250577619
夏河县,102.49725894828327,35.01970418222032
竞秀区,115.40792498636074,38.88468588821281
清镇市,106.33183462653807,26.68651680830947
江州区,107.45087544027666,22.526140318297866
江北区,106.70335026717966,29.61617257975859
高要区,112.44889718323658,23.078885000831967
花溪区,106.65383748828678,26.383608865805048
大渡口区,106.45531561124535,29.42200212120683
鼎湖区,112.61053195019976,23.205407318230606
乌当区,106.87195565218344,26.75927088636031
渝中区,106.53568069738262,29.551810127995186
端州区,112.46553615099992,23.099567001192153
白云区,106.68099768123345,26.736364344358165
涪陵区,107.32936125141217,29.661247979589874
北碚区,106.50997109684432,29.8635256744607
观山湖区,106.5495933689249,26.646834659435456
南岸区,106.65694632546213,29.538619726595346
丰满区,126.66269833259453,43.67942291304178
九龙坡区,106.36038588344393,29.431613020640466
沙坪坝区,106.36438990034371,29.62687647216627
维西傈僳族自治县,99.1963099707253,27.332880919874434
德钦县,99.0185829019658,28.285948876749515
沿滩区,104.84441635719662,29.249007639273948
桓台县,118.0208730534742,36.992112195500866
高青县,117.81240464260473,37.16457843837295
沂源县,118.19205047685297,36.12897411898235
顺城区,123.90448487124279,41.939226094245214
崆峒区,106.7405048232082,35.51027645051495
万州区,108.40240660412307,30.70675387544318
临江市,127.17893108830508,41.808342002257035
息烽县,106.67183914561197,27.148268728319596
修文县,106.58044516873237,26.928999261780852
兴义市,104.84862299479678,24.99893150625305
兴仁市,105.26923604941221,25.497096600953316
龙潭区,126.64550111871387,44.04922930790213
昌邑区,126.27616617418938,44.03514318537157
分宜县,114.6667627643435,27.841468117155042
船营区,126.27791604389726,43.84352175619627
顺昌县,117.86218212942723,26.906303098619585
浦城县,118.5116145564715,27.94230685844991
光泽县,117.34302108200175,27.654665811295388
松溪县,118.75351906096725,27.608980358556757
政和县,118.96327953743534,27.32198276465983
扶绥县,107.8188821297108,22.520494622628807
富顺县,105.01770914323644,29.109118339517643
大石桥市,122.56530386147637,40.63226332203928
荣县,104.31897793701795,29.418383274936094
盖州市,122.46604734815388,40.22660333268647
龙州县,106.84877056705028,22.428296891302917
宁明县,107.2843126679207,22.0008280340512
新抚区,123.93028201921922,41.81030247520717
胡杨河市,84.79782669101365,44.80509097544495
原州区,106.25538485565066,36.125140144814694
乌尔禾区,85.58245684592853,45.97629894676991
白碱滩区,85.2859424964094,45.61789438132508
克拉玛依区,84.93475444348901,45.23488810791855
望花区,123.79221842119873,41.788338228217384
白杨市,82.87057008489018,46.74750509522277
独山子区,84.89063779038352,44.28892245197015
东洲区,124.14139111699488,41.93390050232926
新星市,94.5006912776336,42.63388638212488
天等县,107.07149380505349,23.11362789671302
大新县,107.12676720268006,22.810113734041536
龙泉市,119.0706312911682,28.04896962008911
开阳县,107.03633486395006,27.07269282359809
芮城县,110.60035083333273,34.70572766561148
昆玉市,78.93574186911854,37.50450826499814
可克达拉市,80.68348929856744,43.924748496719246
境界线,114.17752550715893,22.341217527793354
台前县,115.85788568645441,35.95712886263879
张店区,118.06330824496882,36.813046968431046
范县,115.52721142513155,35.794969657117946
博山区,117.95221950529923,36.419771818446264
青秀区,108.65154034563368,22.820931757762143
临淄区,118.28641420826973,36.847065366126074
濮阳县,115.15366890403894,35.58122773187084
兴宁区,108.54175827176338,22.96131520489345
周村区,117.85753173182556,36.750145939383394
南乐县,115.2343753524658,36.089365871242435
寿光市,118.81473835626035,37.01169056097984
清丰县,115.15600622524533,35.92199471260717
安丘市,119.10525619895368,36.29828281662473
高密市,119.70274260131447,36.381059291408974
昌邑市,119.4362931063061,36.868094311500606
淄川区,118.0162927358238,36.57594738584055
邕宁区,108.59710487082678,22.598358368668194
新绛县,111.16099747690203,35.62718316221022
图木舒克市,79.0399247463433,39.84676769639377
良庆区,108.35091965908376,22.443600948324697
绛县,111.63383606677137,35.493479551986375
阿拉尔市,81.31027780075554,40.59822193363644
青州市,118.45714836700215,36.674916666901076
垣曲县,111.81274633624795,35.21545952774334
石河子市,86.0351327492363,44.305300891780945
诸城市,119.40464115944121,36.007106102400485
夏县,111.34719708187802,35.12119129042649
江南区,108.1546940217084,22.626463623214228
平陆县,111.23810222299976,34.88305274427335
双河市,82.3468019498811,44.85235634356599
铁门关市,86.68950974169734,40.55499173448437
西乡塘区,108.07903718524771,22.919440340260497
北屯市,87.95419170574384,47.242172099816855
五家渠市,87.55467802159221,44.36135581922942
普安县,104.99122995686403,25.724442154417996
渝水区,114.9964050350064,27.848065814784643
晴隆县,105.19947278831745,25.83682253354688
贞丰县,105.68296620163673,25.41850717268222
境界线,115.05917088942587,12.483033222311679
望谟县,106.1622974033429,25.230402432686205
册亨县,105.82814984921554,24.921088917376423
伊金霍洛旗,109.6954618285641,39.416658610029195
樟树市,115.41056188487885,28.000119304850635
安龙县,105.3706303026028,25.1377529079562
乌审旗,108.87942611220576,38.63156255482124
高安市,115.29240393307934,28.361679390456658
丰城市,115.81161539282084,28.11045200605794
延平区,118.24290291372017,26.587991026145723
建阳区,118.05515627345335,27.407020031733783
洞口县,110.5869343900492,27.100276980727052
无棣县,117.80109374923947,37.96437427124688
隆回县,110.96032394608088,27.34933778718902
绥宁县,110.1947798859223,26.711172683190735
博兴县,118.2140371790949,37.18216985024434
城步苗族自治县,110.31075361842356,26.319379842974193
新宁县,110.9120201089324,26.5446719319857
武鸣区,108.24911977715259,23.252818463063313
阳信县,117.5604275261799,37.599737911173484
惠民县,117.56675133156128,37.3702951272234
邵阳县,111.32173797849141,26.98208992713738
新邵县,111.4595687238164,27.428458358697277
河曲县,111.34679692778118,39.19924303980944
保德县,111.13095230908459,38.879320741189474
偏关县,111.65904765569077,39.45695705932595
玉树市,96.65961834873718,32.91542288609483
肃南裕固族自治县,99.24395113946395,38.9478618431774
民乐县,100.75150237721755,38.505874091330156
临泽县,100.17576769912696,39.34424683843479
临夏市,103.19265513770493,35.58267373077727
高台县,99.5924204874885,39.538438426586076
徽州区,118.25670075356177,29.92597237060611
色尼区,92.02643419691944,31.24693243710821
屯溪区,118.2899113350594,29.740857600737545
黄山区,118.091208776195,30.25439080216385
博白县,109.86905040585395,22.06334383305929
繁峙县,113.58497191769008,39.19816696956758
额济纳旗,100.1871937461362,41.65761994248868
陆川县,110.26155627758934,22.247909314760367
宁武县,112.18148383558334,38.814484409153735
阿拉善右旗,102.44592903157618,40.12694600808951
静乐县,112.05189594125966,38.39278727901488
吉首市,109.76078540723476,28.31474911321929
阿拉善左旗,105.02573994623393,39.509931748663945
兴业县,109.91766332986728,22.79560585031448
神池县,111.99713189621431,39.16528820579879
山丹县,101.1658325688317,38.654335535448105
五寨县,111.73119718579031,39.00068824773622
岢岚县,111.53131288767743,38.72985118426076
容县,110.5997713744729,22.827173168867514
昌吉市,87.0643968137565,44.15940187563825
思茅区,100.84807389654357,22.73511117782114
阜康市,88.29590296795543,44.413812844521836
新巴尔虎右旗,116.7794001625894,48.62622541015465
新巴尔虎左旗,118.59656279452304,48.42204272274791
陈巴尔虎旗,119.4997945930037,49.57787477223617
浠水县,115.26309569702705,30.50427523753552
英山县,115.76269122880188,30.869473968244368
罗田县,115.4701561128247,30.928953113395202
红安县,114.61640719594722,31.28515387867061
黄梅县,115.92873733747528,29.9959791475725
汉滨区,108.887135790989,32.81194251289405
蕲春县,115.58746691239052,30.324606351161847
团风县,115.00300492033662,30.719077903687758
同心县,106.25200498822088,36.97832484193234
新野县,112.40472730120382,32.5502664420733
盐池县,107.05634041632084,37.6264968592787
淅川县,111.43022832113857,32.98757216821375
内乡县,111.83414122504283,33.21950270897865
唐河县,112.84710963977479,32.616128863891994
社旗县,112.98517381861227,32.978370175985695
方城县,113.00385952484768,33.295499266022595
南召县,112.38227498014268,33.4679721803286
镇平县,112.18018678824552,33.06621107765578
乌鲁木齐县,87.34871052195749,43.39122033109651
西峡县,111.42624303763617,33.48211828942209
涟源市,111.77633398366233,27.74775347734814
冷水江市,111.48138693086614,27.685422038688507
班戈县,90.11388589743328,31.210200753083395
巴青县,94.02623712802954,32.19433374249425
尼玛县,86.62107455321603,32.478426612819234
甘州区,100.50456265700369,39.001257376138156
聂荣县,92.6328805110046,32.244721353432325
安多县,90.52251296702384,33.352248112970045
申扎县,88.72374906081029,31.027563291052314
索县,94.30974637486908,31.58528944862812
鄂温克族自治旗,120.05678957444478,48.486484619145784
忻府区,112.59275485897514,38.43079405121535
鄂伦春自治旗,123.79689900975126,50.332778460205766
莫力达瓦达斡尔族自治旗,124.45898921573834,49.10030705850695
嘉黎县,92.95605388702633,30.664542066060946
阿荣旗,123.16081217888878,48.62924786232706
比如县,93.48662786129734,31.441687025994437
汤原县,130.05512271642965,46.978631986883954
璧山区,106.18782097818469,29.56320828150872
江津区,106.25850940851858,29.03227212911958
桦川县,130.94018589435862,46.97889516356777
澜沧拉祜族自治县,99.97453560740094,22.663072786706504
石泉县,108.23798395139153,33.06019829043725
长寿区,107.13657520138952,29.956980807867776
西盟佤族自治县,99.50974320749908,22.696949156666165
宁陕县,108.44045117239897,33.53141889652156
黔江区,108.70308810839046,29.437049718156747
江城哈尼族彝族自治县,101.78829551104313,22.622222696198726
巴南区,106.7475469001027,29.374435947731442
孟连傣族拉祜族佤族自治县,99.46976570867629,22.290794157622365
汉阴县,108.48531364221505,32.898571944642825
桦南县,130.622224990933,46.29884971284609
景谷傣族彝族自治县,100.55664008365412,23.364641484252143
南川区,107.16721688927183,29.138396799346253
定襄县,113.02387388018515,38.50957990554895
镇沅彝族哈尼族拉祜族自治县,100.97386557782664,23.945185319096115
永川区,105.86902185971756,29.29316805440444
五台县,113.43092557954816,38.771031916042745
墨江哈尼族自治县,101.54737339383605,23.359344700064803
扎赉诺尔区,117.64282938521644,49.43524891885613
合川区,106.30571041393976,30.11369271312075
代县,113.03858814276734,39.085787205251215
景东彝族自治县,100.78721600806715,24.393405129001167
黄州区,114.93655216845735,30.513519657925826
宁洱哈尼族彝族自治县,101.1885124579514,23.094079195324618
白河县,109.90700068755037,32.727105111690236
平利县,109.25916346664246,32.28593707726545
镇坪县,109.44643838613474,31.937722954570496
紫阳县,108.43481275592096,32.44837522469283
岚皋县,108.87317443352305,32.24386428363257
利通区,106.25483446619458,37.781699236556626
米东区,87.73185269292506,44.4818895876725
达坂城区,88.28634472491058,43.52581560332502
红寺堡区,106.21393236272361,37.38153246753057
头屯河区,87.36845992593841,43.9222187006382
水磨沟区,87.77262591123333,43.82637773172367
卧龙区,112.46086889197676,33.029591827696876
新市区,87.51422561271139,43.95112238822547
沙依巴克区,87.4725230332659,43.719411563827606
天山区,87.62705833751191,43.711510779075184
渝北区,106.74246189774165,29.812116224702656
大足区,105.73903049765283,29.652736662738445
宛城区,112.6262252817455,32.905632340138524
綦江区,106.71849994734782,28.882532375530626
和田市,79.95080785325023,37.14969435557824
龙港市,120.57136984357346,27.535589306060988
深州市,115.57570879786223,37.95082925531739
阳新县,115.12803040543524,29.825350210572573
常熟市,120.81910053549,31.66229530714474
木里藏族自治县,100.94626726252724,28.357243839184836
秦淮区,118.81192933962913,32.015022101589025
会东县,102.73194790927283,26.56988959038182
建邺区,118.70438536961126,32.01172673351081
玄武区,118.83771341296244,32.06835931500451
德昌县,102.18398057741022,27.327167831034085
盐源县,101.45918244594763,27.60024789545175
太仓市,121.14836636120098,31.567128304433012
布拖县,102.87355495956447,27.598832239269594
张家港市,120.6213477340081,31.903519893235252
普格县,102.56118408397863,27.54412640748348
昆山市,120.95469504596802,31.32342797185412
宁南县,102.7073800853154,27.088242986151023
海拉尔区,120.00133515102574,49.25519088187431
鲁山县,112.72774858590766,33.74377561703471
瑞安市,120.45717721177449,27.827366840019295
老边区,122.35669340085715,40.64391759895583
郏县,113.22048088864729,34.00100012778672
乐清市,121.00570447071205,28.251494085211746
叶县,113.33839486540151,33.546366750357606
鼓楼区,118.75561180453784,32.08426422393344
宝丰县,113.02332955713062,33.91086981495842
兴山区,130.31353583467975,47.385267415326716
澳门特别行政区,113.55891275187736,22.159445031684005
东山区,130.1058091699416,47.630918191794564
兴安区,130.25805391821274,47.21726013380797
南山区,130.2808032735187,47.28170575161831
工农区,130.2581362602544,47.315674827824
向阳区,130.28762686828955,47.34110111938626
金乡县,116.30333289845287,35.04489216606419
中山市,113.38590228936395,22.521042684544213
嘉祥县,116.29622968941392,35.42408604779973
抚远市,134.2821573035168,47.91371315843738
富锦市,132.52283601137734,47.161287522661425
浑江区,126.4189416468209,41.80567981015323
同江市,133.25872950897698,47.82485151663951
江源区,126.75882071046703,42.044581638013995
冕宁县,102.06112858082575,28.511368877511803
喜德县,102.4404722512993,28.19387280898645
微山县,116.96737813607025,34.89982242030894
昭觉县,102.82309530565696,28.009841642098383
鱼台县,116.56119869420849,35.01695525397929
金阳县,103.19227171205297,27.70327186968873
泗水县,117.33283569316785,35.634521472565424
雷波县,103.49398773173257,28.285232906021868
梁山县,116.11420784777326,35.793856212485174
美姑县,103.0932617383537,28.442083540733712
甘洛县,102.75894115667326,28.970407892756235
越西县,102.62062886839529,28.58848703817841
汶上县,116.49323743441887,35.707369073507984
站前区,122.31829022301686,40.78969230871958
鲅鱼圈区,122.1772093448773,40.25901202681222
西市区,122.26535391337079,40.57529591684856
囊谦县,96.12810047541495,32.17035131944857
治多县,92.61250138593265,34.8703383211232
称多县,97.01349726631406,33.917505373562676
杂多县,94.28451821297068,33.05956800819933
宜城市,112.36062203048888,31.670446527236443
枣阳市,112.76062757385733,32.088356598197024
老河口市,111.75602312883548,32.4324587043895
曲麻莱县,95.26094913836815,34.95115648083085
铁山区,114.89411411377075,30.21402313708386
下陆区,114.98041154287277,30.19533364472612
西塞山区,115.15938283769192,30.179964244430607
黄石港区,115.06087094945306,30.235206891232732
康乐县,103.63545661205502,35.2836435356758
北流市,110.45596379063981,22.52486545282578
休宁县,118.07832313658429,29.66477596153101
临夏县,103.04489079707443,35.53920360252989
黟县,117.89817883991213,30.011278884328814
广河县,103.61761031545974,35.47211925296933
永靖县,103.21652782799944,36.003509048189926
歙县,118.56429721070562,29.867417605659085
祁门县,117.58746632550866,29.869830661803938
新华区,113.18245759825402,33.78115404922619
石龙区,112.88260409858222,33.88711177742347
卫东区,113.36351287862733,33.76393659402581
沁阳市,112.87633433735898,35.12959291217501
东乡族自治县,103.44187843406766,35.69382625630492
和政县,103.30035041984877,35.39705994286043
银海区,109.27283044702648,21.532558174451328
孟州市,112.75847870100183,34.92259494069983
积石山保安族东乡族撒拉族自治县,102.8934531441864,35.71466168165228
海城区,109.14252906018733,21.41810700933788
呼图壁县,86.68193988828449,44.368133150868324
玛纳斯县,86.1240655416056,44.489805021211076
奇台县,90.09937444979796,44.51457505359139
常宁市,112.42454669847865,26.36233912889169
耒阳市,112.91010427266303,26.4217723648613
吉木萨尔县,89.04337059461848,44.34176409068732
木垒哈萨克自治县,90.801143726071,44.090971324709535
巢湖市,117.71874498868375,31.64628096884329
江宁区,118.82817831108957,31.857766794775216
六合区,118.83559585894865,32.39632987012131
栖霞区,118.95389521598885,32.16125025212737
任城区,116.56260808190608,35.37434201905313
雨花台区,118.6889443720037,31.94029502373463
兖州区,116.74280577931582,35.56740162413426
